reference_date,target,horizon,target_end_date,country,output_type,output_type_id,value
2025-05-03,inc flu case,0,2025-05-03,Thailand,quantile,0.45,12
2025-05-03,inc flu case,0,2025-05-03,Thailand,quantile,0.5,13
2025-05-03,inc flu case,0,2025-05-03,Thailand,quantile,0.55,14
2025-05-03,inc flu case,0,2025-05-03,Thailand,quantile,0.6,16
2025-05-03,inc flu case,0,2025-05-03,Thailand,quantile,0.65,17
2025-05-03,inc flu case,0,2025-05-03,Thailand,quantile,0.7,18
2025-05-03,inc flu case,0,2025-05-03,Thailand,quantile,0.75,19
2025-05-03,inc flu case,0,2025-05-03,Thailand,quantile,0.8,21
2025-05-03,inc flu case,0,2025-05-03,Thailand,quantile,0.85,24
2025-05-03,inc flu case,0,2025-05-03,Thailand,quantile,0.9,27
2025-05-03,inc flu case,0,2025-05-03,Thailand,quantile,0.95,32
2025-05-03,inc flu case,0,2025-05-03,Thailand,quantile,0.975,37
2025-05-03,inc flu case,0,2025-05-03,Thailand,quantile,0.99,44
2025-05-03,inc flu case,1,2025-05-10,Thailand,quantile,0.01,2
2025-05-03,inc flu case,1,2025-05-10,Thailand,quantile,0.025,3
2025-05-03,inc flu case,1,2025-05-10,Thailand,quantile,0.05,4
2025-05-03,inc flu case,1,2025-05-10,Thailand,quantile,0.1,5
2025-05-03,inc flu case,1,2025-05-10,Thailand,quantile,0.15,6
2025-05-03,inc flu case,1,2025-05-10,Thailand,quantile,0.2,7
2025-05-03,inc flu case,1,2025-05-10,Thailand,quantile,0.25,8
2025-05-03,inc flu case,1,2025-05-10,Thailand,quantile,0.3,9
2025-05-03,inc flu case,1,2025-05-10,Thailand,quantile,0.35,10
2025-05-03,inc flu case,1,2025-05-10,Thailand,quantile,0.4,11
2025-05-03,inc flu case,1,2025-05-10,Thailand,quantile,0.45,12
2025-05-03,inc flu case,1,2025-05-10,Thailand,quantile,0.5,13
2025-05-03,inc flu case,1,2025-05-10,Thailand,quantile,0.55,14
2025-05-03,inc flu case,1,2025-05-10,Thailand,quantile,0.6,15
2025-05-03,inc flu case,1,2025-05-10,Thailand,quantile,0.65,16
2025-05-03,inc flu case,1,2025-05-10,Thailand,quantile,0.7,17
2025-05-03,inc flu case,1,2025-05-10,Thailand,quantile,0.75,19
2025-05-03,inc flu case,1,2025-05-10,Thailand,quantile,0.8,21
2025-05-03,inc flu case,1,2025-05-10,Thailand,quantile,0.85,23
2025-05-03,inc flu case,1,2025-05-10,Thailand,quantile,0.9,27
2025-05-03,inc flu case,1,2025-05-10,Thailand,quantile,0.95,32
2025-05-03,inc flu case,1,2025-05-10,Thailand,quantile,0.975,38
2025-05-03,inc flu case,1,2025-05-10,Thailand,quantile,0.99,47
2025-05-03,inc flu case,2,2025-05-17,Thailand,quantile,0.01,1
2025-05-03,inc flu case,2,2025-05-17,Thailand,quantile,0.025,2
2025-05-03,inc flu case,2,2025-05-17,Thailand,quantile,0.05,3
2025-05-03,inc flu case,2,2025-05-17,Thailand,quantile,0.1,5
2025-05-03,inc flu case,2,2025-05-17,Thailand,quantile,0.15,6
2025-05-03,inc flu case,2,2025-05-17,Thailand,quantile,0.2,7
2025-05-03,inc flu case,2,2025-05-17,Thailand,quantile,0.25,8
2025-05-03,inc flu case,2,2025-05-17,Thailand,quantile,0.3,9
2025-05-03,inc flu case,2,2025-05-17,Thailand,quantile,0.35,10
2025-05-03,inc flu case,2,2025-05-17,Thailand,quantile,0.4,10
2025-05-03,inc flu case,2,2025-05-17,Thailand,quantile,0.45,11
2025-05-03,inc flu case,2,2025-05-17,Thailand,quantile,0.5,12
2025-05-03,inc flu case,2,2025-05-17,Thailand,quantile,0.55,14
2025-05-03,inc flu case,2,2025-05-17,Thailand,quantile,0.6,15
2025-05-03,inc flu case,2,2025-05-17,Thailand,quantile,0.65,16
2025-05-03,inc flu case,2,2025-05-17,Thailand,quantile,0.7,17
2025-05-03,inc flu case,2,2025-05-17,Thailand,quantile,0.75,19
2025-05-03,inc flu case,2,2025-05-17,Thailand,quantile,0.8,21
2025-05-03,inc flu case,2,2025-05-17,Thailand,quantile,0.85,23
2025-05-03,inc flu case,2,2025-05-17,Thailand,quantile,0.9,28
2025-05-03,inc flu case,2,2025-05-17,Thailand,quantile,0.95,34
2025-05-03,inc flu case,2,2025-05-17,Thailand,quantile,0.975,42
2025-05-03,inc flu case,2,2025-05-17,Thailand,quantile,0.99,53
2025-05-03,inc flu case,3,2025-05-24,Thailand,quantile,0.01,1
2025-05-03,inc flu case,3,2025-05-24,Thailand,quantile,0.025,2
2025-05-03,inc flu case,3,2025-05-24,Thailand,quantile,0.05,3
2025-05-03,inc flu case,3,2025-05-24,Thailand,quantile,0.1,4
2025-05-03,inc flu case,3,2025-05-24,Thailand,quantile,0.15,5
2025-05-03,inc flu case,3,2025-05-24,Thailand,quantile,0.2,6
2025-05-03,inc flu case,3,2025-05-24,Thailand,quantile,0.25,7
2025-05-03,inc flu case,3,2025-05-24,Thailand,quantile,0.3,8
2025-05-03,inc flu case,3,2025-05-24,Thailand,quantile,0.35,9
2025-05-03,inc flu case,3,2025-05-24,Thailand,quantile,0.4,10
2025-05-03,inc flu case,3,2025-05-24,Thailand,quantile,0.45,11
2025-05-03,inc flu case,3,2025-05-24,Thailand,quantile,0.5,12
2025-05-03,inc flu case,3,2025-05-24,Thailand,quantile,0.55,13
2025-05-03,inc flu case,3,2025-05-24,Thailand,quantile,0.6,14
2025-05-03,inc flu case,3,2025-05-24,Thailand,quantile,0.65,16
2025-05-03,inc flu case,3,2025-05-24,Thailand,quantile,0.7,17
2025-05-03,inc flu case,3,2025-05-24,Thailand,quantile,0.75,19
2025-05-03,inc flu case,3,2025-05-24,Thailand,quantile,0.8,21
2025-05-03,inc flu case,3,2025-05-24,Thailand,quantile,0.85,24
2025-05-03,inc flu case,3,2025-05-24,Thailand,quantile,0.9,28
2025-05-03,inc flu case,3,2025-05-24,Thailand,quantile,0.95,36
2025-05-03,inc flu case,3,2025-05-24,Thailand,quantile,0.975,45
2025-05-03,inc flu case,3,2025-05-24,Thailand,quantile,0.99,59
2025-05-03,inc flu case,-1,2025-04-26,Brazil,quantile,0.01,60
2025-05-03,inc flu case,-1,2025-04-26,Brazil,quantile,0.025,75
2025-05-03,inc flu case,-1,2025-04-26,Brazil,quantile,0.05,86
2025-05-03,inc flu case,-1,2025-04-26,Brazil,quantile,0.1,104
2025-05-03,inc flu case,-1,2025-04-26,Brazil,quantile,0.15,116
2025-05-03,inc flu case,-1,2025-04-26,Brazil,quantile,0.2,128
2025-05-03,inc flu case,-1,2025-04-26,Brazil,quantile,0.25,140
2025-05-03,inc flu case,-1,2025-04-26,Brazil,quantile,0.3,151
2025-05-03,inc flu case,-1,2025-04-26,Brazil,quantile,0.35,162
2025-05-03,inc flu case,-1,2025-04-26,Brazil,quantile,0.4,173
2025-05-03,inc flu case,-1,2025-04-26,Brazil,quantile,0.45,185
2025-05-03,inc flu case,-1,2025-04-26,Brazil,quantile,0.5,198
2025-05-03,inc flu case,-1,2025-04-26,Brazil,quantile,0.55,211
2025-05-03,inc flu case,-1,2025-04-26,Brazil,quantile,0.6,225
2025-05-03,inc flu case,-1,2025-04-26,Brazil,quantile,0.65,242
2025-05-03,inc flu case,-1,2025-04-26,Brazil,quantile,0.7,261
2025-05-03,inc flu case,-1,2025-04-26,Brazil,quantile,0.75,281
2025-05-03,inc flu case,-1,2025-04-26,Brazil,quantile,0.8,305
2025-05-03,inc flu case,-1,2025-04-26,Brazil,quantile,0.85,336
2025-05-03,inc flu case,-1,2025-04-26,Brazil,quantile,0.9,383
2025-05-03,inc flu case,-1,2025-04-26,Brazil,quantile,0.95,463
2025-05-03,inc flu case,-1,2025-04-26,Brazil,quantile,0.975,548
2025-05-03,inc flu case,-1,2025-04-26,Brazil,quantile,0.99,656
2025-05-03,inc flu case,0,2025-05-03,Brazil,quantile,0.01,50
2025-05-03,inc flu case,0,2025-05-03,Brazil,quantile,0.025,64
2025-05-03,inc flu case,0,2025-05-03,Brazil,quantile,0.05,76
2025-05-03,inc flu case,0,2025-05-03,Brazil,quantile,0.1,94
2025-05-03,inc flu case,0,2025-05-03,Brazil,quantile,0.15,109
2025-05-03,inc flu case,0,2025-05-03,Brazil,quantile,0.2,122
2025-05-03,inc flu case,0,2025-05-03,Brazil,quantile,0.25,134
2025-05-03,inc flu case,0,2025-05-03,Brazil,quantile,0.3,147
2025-05-03,inc flu case,0,2025-05-03,Brazil,quantile,0.35,159
2025-05-03,inc flu case,0,2025-05-03,Brazil,quantile,0.4,171
2025-05-03,inc flu case,0,2025-05-03,Brazil,quantile,0.45,185
2025-05-03,inc flu case,0,2025-05-03,Brazil,quantile,0.5,197
2025-05-03,inc flu case,0,2025-05-03,Brazil,quantile,0.55,212
2025-05-03,inc flu case,0,2025-05-03,Brazil,quantile,0.6,228
2025-05-03,inc flu case,0,2025-05-03,Brazil,quantile,0.65,247
2025-05-03,inc flu case,0,2025-05-03,Brazil,quantile,0.7,270
2025-05-03,inc flu case,0,2025-05-03,Brazil,quantile,0.75,294
2025-05-03,inc flu case,0,2025-05-03,Brazil,quantile,0.8,324
2025-05-03,inc flu case,0,2025-05-03,Brazil,quantile,0.85,369
2025-05-03,inc flu case,0,2025-05-03,Brazil,quantile,0.9,425
2025-05-03,inc flu case,0,2025-05-03,Brazil,quantile,0.95,532
2025-05-03,inc flu case,0,2025-05-03,Brazil,quantile,0.975,643
2025-05-03,inc flu case,0,2025-05-03,Brazil,quantile,0.99,813
2025-05-03,inc flu case,1,2025-05-10,Brazil,quantile,0.01,41
2025-05-03,inc flu case,1,2025-05-10,Brazil,quantile,0.025,55
2025-05-03,inc flu case,1,2025-05-10,Brazil,quantile,0.05,69
2025-05-03,inc flu case,1,2025-05-10,Brazil,quantile,0.1,86
2025-05-03,inc flu case,1,2025-05-10,Brazil,quantile,0.15,100
2025-05-03,inc flu case,1,2025-05-10,Brazil,quantile,0.2,115
2025-05-03,inc flu case,1,2025-05-10,Brazil,quantile,0.25,127
2025-05-03,inc flu case,1,2025-05-10,Brazil,quantile,0.3,139
2025-05-03,inc flu case,1,2025-05-10,Brazil,quantile,0.35,153
2025-05-03,inc flu case,1,2025-05-10,Brazil,quantile,0.4,167
2025-05-03,inc flu case,1,2025-05-10,Brazil,quantile,0.45,183
2025-05-03,inc flu case,1,2025-05-10,Brazil,quantile,0.5,199
2025-05-03,inc flu case,1,2025-05-10,Brazil,quantile,0.55,215
2025-05-03,inc flu case,1,2025-05-10,Brazil,quantile,0.6,235
2025-05-03,inc flu case,1,2025-05-10,Brazil,quantile,0.65,253
2025-05-03,inc flu case,1,2025-05-10,Brazil,quantile,0.7,278
2025-05-03,inc flu case,1,2025-05-10,Brazil,quantile,0.75,307
2025-05-03,inc flu case,1,2025-05-10,Brazil,quantile,0.8,338
2025-05-03,inc flu case,1,2025-05-10,Brazil,quantile,0.85,380
2025-05-03,inc flu case,1,2025-05-10,Brazil,quantile,0.9,449
2025-05-03,inc flu case,1,2025-05-10,Brazil,quantile,0.95,566
2025-05-03,inc flu case,1,2025-05-10,Brazil,quantile,0.975,714
2025-05-03,inc flu case,1,2025-05-10,Brazil,quantile,0.99,920
2025-05-03,inc flu case,2,2025-05-17,Brazil,quantile,0.01,37
2025-05-03,inc flu case,2,2025-05-17,Brazil,quantile,0.025,49
2025-05-03,inc flu case,2,2025-05-17,Brazil,quantile,0.05,61
2025-05-03,inc flu case,2,2025-05-17,Brazil,quantile,0.1,78
2025-05-03,inc flu case,2,2025-05-17,Brazil,quantile,0.15,93
2025-05-03,inc flu case,2,2025-05-17,Brazil,quantile,0.2,108
2025-05-03,inc flu case,2,2025-05-17,Brazil,quantile,0.25,122
2025-05-03,inc flu case,2,2025-05-17,Brazil,quantile,0.3,135
2025-05-03,inc flu case,2,2025-05-17,Brazil,quantile,0.35,149
2025-05-03,inc flu case,2,2025-05-17,Brazil,quantile,0.4,164
2025-05-03,inc flu case,2,2025-05-17,Brazil,quantile,0.45,179
2025-05-03,inc flu case,2,2025-05-17,Brazil,quantile,0.5,195
2025-05-03,inc flu case,2,2025-05-17,Brazil,quantile,0.55,211
2025-05-03,inc flu case,2,2025-05-17,Brazil,quantile,0.6,229
2025-05-03,inc flu case,2,2025-05-17,Brazil,quantile,0.65,249
2025-05-03,inc flu case,2,2025-05-17,Brazil,quantile,0.7,277
2025-05-03,inc flu case,2,2025-05-17,Brazil,quantile,0.75,309
2025-05-03,inc flu case,2,2025-05-17,Brazil,quantile,0.8,347
2025-05-03,inc flu case,2,2025-05-17,Brazil,quantile,0.85,396
2025-05-03,inc flu case,2,2025-05-17,Brazil,quantile,0.9,471
2025-05-03,inc flu case,2,2025-05-17,Brazil,quantile,0.95,600
2025-05-03,inc flu case,2,2025-05-17,Brazil,quantile,0.975,770
2025-05-03,inc flu case,2,2025-05-17,Brazil,quantile,0.99,1029
2025-05-03,inc flu case,3,2025-05-24,Brazil,quantile,0.01,33
2025-05-03,inc flu case,3,2025-05-24,Brazil,quantile,0.025,42
2025-05-03,inc flu case,3,2025-05-24,Brazil,quantile,0.05,53
2025-05-03,inc flu case,3,2025-05-24,Brazil,quantile,0.1,69
2025-05-03,inc flu case,3,2025-05-24,Brazil,quantile,0.15,84
2025-05-03,inc flu case,3,2025-05-24,Brazil,quantile,0.2,98
2025-05-03,inc flu case,3,2025-05-24,Brazil,quantile,0.25,112
2025-05-03,inc flu case,3,2025-05-24,Brazil,quantile,0.3,125
2025-05-03,inc flu case,3,2025-05-24,Brazil,quantile,0.35,138
2025-05-03,inc flu case,3,2025-05-24,Brazil,quantile,0.4,153
2025-05-03,inc flu case,3,2025-05-24,Brazil,quantile,0.45,169
2025-05-03,inc flu case,3,2025-05-24,Brazil,quantile,0.5,186
2025-05-03,inc flu case,3,2025-05-24,Brazil,quantile,0.55,204
2025-05-03,inc flu case,3,2025-05-24,Brazil,quantile,0.6,224
2025-05-03,inc flu case,3,2025-05-24,Brazil,quantile,0.65,247
2025-05-03,inc flu case,3,2025-05-24,Brazil,quantile,0.7,277
2025-05-03,inc flu case,3,2025-05-24,Brazil,quantile,0.75,312
2025-05-03,inc flu case,3,2025-05-24,Brazil,quantile,0.8,350
2025-05-03,inc flu case,3,2025-05-24,Brazil,quantile,0.85,401
2025-05-03,inc flu case,3,2025-05-24,Brazil,quantile,0.9,473
2025-05-03,inc flu case,3,2025-05-24,Brazil,quantile,0.95,619
2025-05-03,inc flu case,3,2025-05-24,Brazil,quantile,0.975,777
2025-05-03,inc flu case,3,2025-05-24,Brazil,quantile,0.99,1059
